,UserId,SurveyId,ANS_Q1,ANS_Q2,ANS_Q3,ANS_Q4
2557,513260,1,-1.0,2.0,,
2558,513659,1,-1.0,1.0,,
2559,513711,3,,,,
2560,513761,2,,1.0,-1.0,
2561,514398,3,,,,
2562,514411,3,,,,
2563,514498,2,,-1.0,2.0,
2564,514820,1,3.0,-1.0,,
2565,515289,3,,,,
2566,515568,1,9.0,-1.0,,
2567,515624,3,,,,
2568,515649,2,,6.0,-1.0,
2569,515674,1,-1.0,9.0,,
2570,516223,2,,0.0,-1.0,
2571,516254,3,,,,
2572,516382,1,7.0,-1.0,,
2573,516490,3,,,,
2574,516587,2,,7.0,-1.0,
2575,517232,1,-1.0,4.0,,
2576,517310,1,0.0,-1.0,,
2577,517344,1,6.0,-1.0,,
2578,517502,3,,,,
2579,517646,2,,-1.0,7.0,
2580,518379,2,,3.0,-1.0,
2581,518601,1,-1.0,5.0,,
2582,518619,3,,,,
2583,518670,1,9.0,-1.0,,
2584,519232,3,,,,
2585,519300,2,,1.0,-1.0,
2586,520006,2,,1.0,-1.0,
2587,520029,2,,7.0,-1.0,
2588,520032,1,-1.0,6.0,,
2589,520077,3,,,,
2590,520412,2,,1.0,-1.0,
2591,520442,1,2.0,-1.0,,
2592,520498,2,,-1.0,7.0,
2593,520689,3,,,,
2594,521076,3,,,,
2595,521516,3,,,,
2596,521528,2,,-1.0,2.0,
2597,521821,2,,8.0,-1.0,
2598,522243,1,3.0,-1.0,,
2599,522253,2,,6.0,-1.0,
2600,522291,2,,-1.0,5.0,
2601,522432,2,,9.0,-1.0,
2602,523621,2,,0.0,-1.0,
2603,524257,1,7.0,-1.0,,
2604,524575,1,4.0,-1.0,,
2605,524996,3,,,,
2606,525070,2,,3.0,-1.0,
2607,525247,3,,,,
2608,526223,2,,1.0,-1.0,
2609,526559,3,,,,
2610,526714,1,-1.0,1.0,,
2611,526783,2,,-1.0,4.0,
2612,526848,3,,,,
2613,526949,3,,,,
2614,527259,3,,,,
2615,527330,3,,,,
2616,527331,3,,,,
2617,527991,2,,-1.0,4.0,
2618,528145,1,0.0,-1.0,,
2619,528268,2,,-1.0,1.0,
2620,528759,2,,2.0,-1.0,
2621,528809,2,,-1.0,0.0,
2622,528815,3,,,,
2623,528930,3,,,,
2624,529516,3,,,,
2625,529820,1,3.0,-1.0,,
2626,529906,1,-1.0,3.0,,
2627,529929,1,-1.0,4.0,,
2628,530015,3,,,,
2629,530119,1,8.0,-1.0,,
2630,530211,3,,,,
2631,530402,1,-1.0,5.0,,
2632,530525,2,,9.0,-1.0,
2633,530877,3,,,,
2634,531143,1,5.0,-1.0,,
2635,531240,3,,,,
2636,531299,2,,-1.0,3.0,
2637,531362,2,,8.0,-1.0,
2638,531395,2,,-1.0,1.0,
2639,531526,1,5.0,-1.0,,
2640,531853,2,,3.0,-1.0,
2641,531979,1,8.0,-1.0,,
2642,532047,2,,-1.0,3.0,
2643,532575,1,5.0,-1.0,,
2644,532783,2,,3.0,-1.0,
2645,532853,1,-1.0,0.0,,
2646,532905,1,2.0,-1.0,,
2647,533305,2,,-1.0,2.0,
2648,533614,2,,-1.0,4.0,
2649,533706,2,,4.0,-1.0,
2650,533776,2,,9.0,-1.0,
2651,534148,1,-1.0,7.0,,
2652,534640,1,-1.0,2.0,,
2653,534986,3,,,,
2654,535143,2,,-1.0,0.0,
2655,535290,1,5.0,-1.0,,
2656,535685,1,-1.0,4.0,,
2657,535882,2,,-1.0,8.0,
2658,536028,3,,,,
2659,536049,1,-1.0,8.0,,
2660,536207,2,,2.0,-1.0,
2661,536279,1,3.0,-1.0,,
2662,536929,2,,-1.0,2.0,
2663,536956,2,,-1.0,7.0,
2664,537142,3,,,,
2665,537213,3,,,,
2666,537257,3,,,,
2667,537328,1,2.0,-1.0,,
2668,537685,3,,,,
2669,537863,1,6.0,-1.0,,
2670,537910,3,,,,
2671,538070,3,,,,
2672,538071,1,-1.0,9.0,,
2673,538186,2,,-1.0,6.0,
2674,538255,2,,1.0,-1.0,
2675,538653,2,,-1.0,9.0,
2676,539309,3,,,,
2677,539439,3,,,,
2678,540191,3,,,,
2679,540393,1,8.0,-1.0,,
2680,540496,1,8.0,-1.0,,
2681,540571,2,,-1.0,2.0,
2682,540834,2,,-1.0,3.0,
2683,541073,3,,,,
2684,541171,2,,-1.0,2.0,
2685,541404,1,6.0,-1.0,,
2686,541458,1,9.0,-1.0,,
2687,541763,2,,2.0,-1.0,
2688,541965,3,,,,
2689,542238,2,,7.0,-1.0,
2690,542253,3,,,,
2691,542437,1,-1.0,4.0,,
2692,542683,1,5.0,-1.0,,
2693,542964,3,,,,
2694,543020,3,,,,
2695,543191,3,,,,
2696,543310,1,8.0,-1.0,,
2697,543585,1,-1.0,5.0,,
2698,543639,2,,7.0,-1.0,
2699,543732,1,-1.0,9.0,,
2700,543765,2,,5.0,-1.0,
2701,543795,3,,,,
2702,543976,3,,,,
2703,544144,2,,-1.0,3.0,
2704,544236,3,,,,
2705,544386,2,,-1.0,8.0,
2706,544759,3,,,,
2707,544814,2,,-1.0,4.0,
2708,545505,2,,4.0,-1.0,
2709,545933,2,,-1.0,7.0,
2710,546012,1,-1.0,7.0,,
2711,546104,1,9.0,-1.0,,
2712,546124,2,,3.0,-1.0,
2713,546145,1,-1.0,1.0,,
2714,546752,3,,,,
2715,546892,2,,-1.0,0.0,
2716,547065,1,-1.0,5.0,,
2717,547247,1,7.0,-1.0,,
2718,547371,3,,,,
2719,547386,3,,,,
2720,547557,2,,0.0,-1.0,
2721,547585,2,,-1.0,8.0,
2722,547689,3,,,,
2723,547720,3,,,,
2724,547759,2,,-1.0,8.0,
2725,547834,1,-1.0,8.0,,
2726,549312,3,,,,
2727,549338,2,,6.0,-1.0,
2728,549423,2,,-1.0,4.0,
2729,549451,1,-1.0,0.0,,
2730,549461,3,,,,
2731,549707,2,,-1.0,1.0,
2732,549816,1,-1.0,3.0,,
2733,550233,3,,,,
2734,550457,3,,,,
2735,550463,3,,,,
2736,550583,2,,-1.0,1.0,
2737,550676,2,,2.0,-1.0,
2738,551093,1,9.0,-1.0,,
2739,551173,2,,-1.0,9.0,
2740,551369,1,-1.0,2.0,,
2741,551371,2,,5.0,-1.0,
2742,551431,1,2.0,-1.0,,
2743,551450,2,,-1.0,4.0,
2744,552033,1,-1.0,1.0,,
2745,552238,3,,,,
2746,552389,2,,-1.0,3.0,
2747,552601,3,,,,
2748,552862,3,,,,
2749,553004,3,,,,
2750,553065,1,6.0,-1.0,,
2751,553101,1,6.0,-1.0,,
2752,553951,2,,3.0,-1.0,
2753,554340,3,,,,
2754,554354,2,,4.0,-1.0,
2755,554517,3,,,,
2756,554547,2,,-1.0,9.0,
2757,555086,3,,,,
2758,555234,3,,,,
2759,555334,1,4.0,-1.0,,
2760,555439,2,,6.0,-1.0,
2761,555618,3,,,,
2762,555641,2,,-1.0,0.0,
2763,555865,3,,,,
2764,556013,3,,,,
2765,556581,2,,8.0,-1.0,
2766,556701,3,,,,
2767,556833,2,,7.0,-1.0,
2768,557337,3,,,,
2769,557352,3,,,,
2770,557499,2,,4.0,-1.0,
2771,557579,3,,,,
2772,557761,2,,-1.0,8.0,
2773,557814,2,,-1.0,8.0,
2774,557912,2,,7.0,-1.0,
2775,557936,1,8.0,-1.0,,
2776,558100,3,,,,
2777,558177,3,,,,
2778,558580,3,,,,
2779,558691,3,,,,
2780,558694,2,,-1.0,5.0,
2781,558711,3,,,,
2782,559305,1,4.0,-1.0,,
2783,559838,2,,0.0,-1.0,
2784,560037,3,,,,
2785,560084,1,8.0,-1.0,,
2786,560728,2,,-1.0,6.0,
2787,560864,3,,,,
2788,561115,3,,,,
2789,561423,1,2.0,-1.0,,
2790,561441,2,,2.0,-1.0,
2791,561491,3,,,,
2792,561518,2,,5.0,-1.0,
2793,561755,1,0.0,-1.0,,
2794,561878,1,3.0,-1.0,,
2795,562264,2,,-1.0,9.0,
2796,562275,1,-1.0,3.0,,
2797,562859,1,-1.0,2.0,,
2798,563628,3,,,,
2799,563715,3,,,,
2800,564072,2,,-1.0,9.0,
2801,564220,2,,6.0,-1.0,
2802,564328,1,5.0,-1.0,,
2803,564370,1,3.0,-1.0,,
2804,564502,3,,,,
2805,564721,3,,,,
2806,564724,2,,-1.0,6.0,
2807,564837,1,5.0,-1.0,,
2808,565048,2,,-1.0,2.0,
2809,565113,3,,,,
2810,565146,3,,,,
2811,565538,1,-1.0,1.0,,
2812,565703,3,,,,
2813,565966,1,5.0,-1.0,,
2814,566100,2,,8.0,-1.0,
2815,566643,3,,,,
2816,566916,3,,,,
2817,566982,2,,2.0,-1.0,
2818,567296,1,-1.0,3.0,,
2819,567310,1,7.0,-1.0,,
2820,567780,1,1.0,-1.0,,
2821,568007,2,,-1.0,5.0,
2822,568784,2,,-1.0,4.0,
2823,569487,3,,,,
2824,569490,2,,-1.0,1.0,
2825,569709,3,,,,
2826,569752,2,,-1.0,5.0,
2827,569790,2,,5.0,-1.0,
2828,569980,2,,1.0,-1.0,
2829,570040,3,,,,
2830,570106,2,,-1.0,4.0,
2831,570732,3,,,,
2832,571009,3,,,,
2833,571179,3,,,,
2834,571249,2,,-1.0,9.0,
2835,571361,2,,8.0,-1.0,
2836,571389,1,1.0,-1.0,,
2837,571469,1,0.0,-1.0,,
2838,572258,1,-1.0,8.0,,
2839,572275,2,,-1.0,6.0,
2840,572296,1,-1.0,8.0,,
2841,572382,3,,,,
2842,572940,2,,2.0,-1.0,
2843,572983,1,-1.0,3.0,,
2844,573108,1,0.0,-1.0,,
2845,573146,3,,,,
2846,573361,2,,-1.0,0.0,
2847,573503,1,5.0,-1.0,,
2848,573964,1,-1.0,9.0,,
2849,574117,1,0.0,-1.0,,
2850,574276,2,,5.0,-1.0,
2851,574908,2,,-1.0,7.0,
2852,574923,2,,-1.0,4.0,
2853,574935,2,,-1.0,2.0,
2854,575179,2,,8.0,-1.0,
2855,575223,1,8.0,-1.0,,
2856,575438,3,,,,
2857,575588,2,,-1.0,1.0,
2858,575762,1,3.0,-1.0,,
2859,575775,2,,-1.0,2.0,
2860,575784,3,,,,
2861,575879,1,-1.0,9.0,,
2862,576138,1,5.0,-1.0,,
2863,576166,2,,-1.0,6.0,
2864,576207,2,,-1.0,1.0,
2865,576403,3,,,,
2866,576475,3,,,,
2867,576673,3,,,,
2868,576784,2,,1.0,-1.0,
2869,577009,2,,7.0,-1.0,
2870,577100,3,,,,
2871,577417,1,6.0,-1.0,,
2872,577461,2,,-1.0,0.0,
2873,577472,1,9.0,-1.0,,
2874,577517,2,,-1.0,2.0,
2875,577601,2,,5.0,-1.0,
2876,577850,2,,-1.0,0.0,
2877,577949,1,6.0,-1.0,,
2878,577966,1,6.0,-1.0,,
2879,578033,3,,,,
2880,578343,1,3.0,-1.0,,
2881,578474,2,,-1.0,4.0,
2882,578673,3,,,,
2883,578824,2,,6.0,-1.0,
2884,579020,2,,-1.0,2.0,
2885,579297,3,,,,
2886,579298,3,,,,
2887,579572,1,-1.0,4.0,,
2888,579820,1,8.0,-1.0,,
2889,579985,1,-1.0,8.0,,
2890,580388,3,,,,
2891,580463,1,5.0,-1.0,,
2892,580938,2,,7.0,-1.0,
2893,581211,1,-1.0,9.0,,
2894,581220,1,5.0,-1.0,,
2895,581314,1,8.0,-1.0,,
2896,581343,2,,5.0,-1.0,
2897,581399,1,-1.0,5.0,,
2898,581595,2,,-1.0,0.0,
2899,581641,3,,,,
2900,582711,1,7.0,-1.0,,
2901,582836,1,-1.0,2.0,,
2902,582871,2,,0.0,-1.0,
2903,583054,3,,,,
2904,583141,3,,,,
2905,583160,1,0.0,-1.0,,
2906,583196,3,,,,
2907,583277,2,,4.0,-1.0,
2908,583391,3,,,,
2909,583949,1,7.0,-1.0,,
2910,584136,2,,-1.0,8.0,
2911,584307,2,,-1.0,3.0,
2912,584318,2,,9.0,-1.0,
2913,584538,1,9.0,-1.0,,
2914,585118,1,6.0,-1.0,,
2915,585157,1,-1.0,6.0,,
2916,585163,2,,-1.0,4.0,
2917,585299,3,,,,
2918,585394,2,,7.0,-1.0,
2919,585418,3,,,,
2920,585495,3,,,,
2921,585602,2,,9.0,-1.0,
2922,586222,3,,,,
2923,586632,1,7.0,-1.0,,
2924,586786,1,7.0,-1.0,,
2925,586861,1,-1.0,2.0,,
2926,587026,2,,-1.0,0.0,
2927,587205,2,,-1.0,2.0,
2928,587587,3,,,,
2929,588572,1,-1.0,8.0,,
2930,588770,2,,9.0,-1.0,
2931,589028,3,,,,
2932,589400,2,,7.0,-1.0,
2933,589431,3,,,,
2934,589784,2,,8.0,-1.0,
2935,589900,2,,1.0,-1.0,
2936,590000,2,,4.0,-1.0,
2937,590047,1,-1.0,3.0,,
2938,590060,2,,-1.0,0.0,
2939,590092,2,,6.0,-1.0,
2940,590808,1,7.0,-1.0,,
2941,591269,3,,,,
2942,591436,2,,5.0,-1.0,
2943,591641,3,,,,
2944,591716,2,,8.0,-1.0,
2945,591731,1,7.0,-1.0,,
2946,591903,1,-1.0,6.0,,
2947,591926,2,,-1.0,5.0,
2948,592244,2,,-1.0,8.0,
2949,593159,2,,-1.0,2.0,
2950,593170,2,,-1.0,1.0,
2951,593179,3,,,,
2952,593194,3,,,,
2953,593247,1,0.0,-1.0,,
2954,594629,2,,-1.0,4.0,
2955,594728,2,,-1.0,9.0,
2956,594758,2,,5.0,-1.0,
2957,594765,2,,8.0,-1.0,
2958,595379,2,,-1.0,6.0,
2959,595467,1,-1.0,2.0,,
2960,595710,2,,-1.0,8.0,
2961,595862,2,,7.0,-1.0,
2962,596239,2,,6.0,-1.0,
2963,596380,2,,8.0,-1.0,
2964,596439,3,,,,
2965,596590,2,,-1.0,8.0,
2966,597107,3,,,,
2967,597258,3,,,,
2968,597280,1,-1.0,2.0,,
2969,597281,2,,-1.0,1.0,
2970,597345,1,-1.0,0.0,,
2971,597367,3,,,,
2972,597446,1,5.0,-1.0,,
2973,597739,3,,,,
2974,598373,2,,8.0,-1.0,
2975,598537,3,,,,
2976,598562,3,,,,
2977,598780,3,,,,
2978,599109,1,6.0,-1.0,,
2979,599316,2,,-1.0,5.0,
2980,599486,1,-1.0,0.0,,
2981,599608,1,6.0,-1.0,,
2982,599831,1,-1.0,5.0,,
2983,600039,2,,-1.0,1.0,
2984,600092,2,,1.0,-1.0,
2985,600243,2,,-1.0,2.0,
2986,600306,3,,,,
2987,600397,2,,8.0,-1.0,
2988,600430,3,,,,
2989,600547,1,8.0,-1.0,,
2990,600759,1,-1.0,2.0,,
2991,600815,2,,1.0,-1.0,
2992,601079,2,,-1.0,5.0,
2993,601453,2,,-1.0,3.0,
2994,601623,2,,0.0,-1.0,
2995,601667,2,,-1.0,2.0,
2996,601893,2,,-1.0,4.0,
2997,601985,1,-1.0,0.0,,
2998,602222,3,,,,
2999,602255,3,,,,
3000,602298,3,,,,
3001,602355,2,,-1.0,8.0,
3002,602359,1,0.0,-1.0,,
3003,602369,1,0.0,-1.0,,
3004,602562,2,,0.0,-1.0,
3005,603007,1,-1.0,5.0,,
3006,603167,2,,9.0,-1.0,
3007,603245,3,,,,
3008,603382,2,,3.0,-1.0,
3009,603509,1,5.0,-1.0,,
3010,603607,2,,4.0,-1.0,
3011,603808,2,,7.0,-1.0,
3012,603853,3,,,,
3013,604153,3,,,,
3014,604277,1,6.0,-1.0,,
3015,604547,2,,-1.0,8.0,
3016,604676,2,,6.0,-1.0,
3017,604864,2,,-1.0,8.0,
3018,604972,2,,5.0,-1.0,
3019,605677,3,,,,
3020,605890,1,8.0,-1.0,,
3021,606196,2,,-1.0,0.0,
3022,606786,3,,,,
3023,606946,2,,1.0,-1.0,
3024,607264,3,,,,
3025,607671,1,8.0,-1.0,,
3026,607855,3,,,,
3027,607989,3,,,,
3028,608080,2,,-1.0,1.0,
3029,608102,3,,,,
3030,608168,2,,1.0,-1.0,
3031,608646,3,,,,
3032,608971,1,-1.0,1.0,,
3033,608975,3,,,,
3034,609265,3,,,,
3035,609268,1,-1.0,0.0,,
3036,609486,2,,8.0,-1.0,
3037,609693,3,,,,
3038,609793,1,-1.0,5.0,,
3039,610028,3,,,,
3040,610461,1,0.0,-1.0,,
3041,610592,3,,,,
3042,610687,1,-1.0,3.0,,
3043,610855,1,1.0,-1.0,,
3044,611056,1,-1.0,0.0,,
3045,611487,2,,-1.0,8.0,
3046,611507,1,-1.0,4.0,,
3047,611847,1,-1.0,9.0,,
3048,612260,2,,-1.0,3.0,
3049,612305,1,-1.0,1.0,,
3050,612891,1,-1.0,0.0,,
3051,613162,2,,-1.0,1.0,
3052,613185,1,-1.0,8.0,,
3053,613243,3,,,,
3054,613612,2,,-1.0,1.0,
3055,614336,3,,,,
3056,614527,2,,-1.0,3.0,
3057,614531,3,,,,
3058,614834,3,,,,
3059,615007,3,,,,
3060,615029,1,-1.0,9.0,,
3061,615052,1,7.0,-1.0,,
3062,615113,1,8.0,-1.0,,
3063,615486,1,-1.0,9.0,,
3064,615999,1,1.0,-1.0,,
3065,616641,3,,,,
3066,616971,3,,,,
3067,617164,1,-1.0,6.0,,
3068,617373,2,,-1.0,8.0,
3069,617412,3,,,,
3070,617480,2,,-1.0,6.0,
3071,617505,1,8.0,-1.0,,
3072,617522,2,,-1.0,1.0,
3073,618002,3,,,,
3074,618078,1,1.0,-1.0,,
3075,618415,1,-1.0,3.0,,
3076,618548,2,,4.0,-1.0,
3077,618567,1,7.0,-1.0,,
3078,618722,1,7.0,-1.0,,
3079,618956,3,,,,
3080,619294,2,,5.0,-1.0,
3081,619454,1,7.0,-1.0,,
3082,619592,1,0.0,-1.0,,
3083,620064,2,,-1.0,6.0,
3084,620386,2,,0.0,-1.0,
3085,620424,3,,,,
3086,620461,3,,,,
3087,620707,3,,,,
3088,621000,2,,5.0,-1.0,
3089,621064,1,9.0,-1.0,,
3090,621341,2,,4.0,-1.0,
3091,621425,2,,1.0,-1.0,
3092,621578,1,-1.0,3.0,,
3093,622328,2,,1.0,-1.0,
3094,622340,3,,,,
3095,623206,1,5.0,-1.0,,
3096,623333,1,-1.0,1.0,,
3097,623635,1,7.0,-1.0,,
3098,623671,1,1.0,-1.0,,
3099,623778,3,,,,
3100,623906,2,,-1.0,8.0,
3101,623926,1,-1.0,1.0,,
3102,624021,3,,,,
3103,624043,2,,9.0,-1.0,
3104,624078,3,,,,
3105,624359,3,,,,
3106,624535,3,,,,
3107,624686,1,-1.0,2.0,,
3108,624899,2,,6.0,-1.0,
3109,625391,2,,-1.0,3.0,
3110,625564,3,,,,
3111,625673,3,,,,
3112,625953,1,-1.0,5.0,,
3113,626161,3,,,,
3114,626582,1,-1.0,6.0,,
3115,626941,2,,2.0,-1.0,
3116,627020,2,,-1.0,6.0,
3117,627153,3,,,,
3118,627888,3,,,,
3119,628104,2,,-1.0,9.0,
3120,628413,3,,,,
3121,628754,1,-1.0,1.0,,
3122,629078,1,-1.0,9.0,,
3123,629477,3,,,,
3124,629861,2,,-1.0,5.0,
3125,629979,1,6.0,-1.0,,
3126,630586,3,,,,
3127,630641,2,,-1.0,7.0,
3128,630770,1,7.0,-1.0,,
3129,630805,1,8.0,-1.0,,
3130,630835,1,7.0,-1.0,,
3131,630944,1,-1.0,6.0,,
3132,631917,2,,7.0,-1.0,
3133,631964,2,,-1.0,4.0,
3134,632047,1,-1.0,2.0,,
3135,632053,3,,,,
3136,632156,3,,,,
3137,632266,3,,,,
3138,632514,2,,5.0,-1.0,
3139,632649,3,,,,
3140,633565,2,,-1.0,7.0,
3141,634009,2,,0.0,-1.0,
3142,634203,2,,-1.0,5.0,
3143,634314,1,9.0,-1.0,,
3144,634473,3,,,,
3145,634689,3,,,,
3146,634744,3,,,,
3147,634796,1,3.0,-1.0,,
3148,634925,2,,-1.0,4.0,
3149,635048,1,0.0,-1.0,,
3150,635080,2,,9.0,-1.0,
3151,635396,2,,1.0,-1.0,
3152,635659,3,,,,
3153,635824,3,,,,
3154,636120,2,,-1.0,0.0,
3155,636442,3,,,,
3156,636482,1,-1.0,2.0,,
3157,636515,3,,,,
3158,636680,1,-1.0,2.0,,
3159,636905,2,,8.0,-1.0,
3160,637001,2,,1.0,-1.0,
3161,637076,3,,,,
3162,637223,1,-1.0,8.0,,
3163,637283,3,,,,
3164,637379,1,8.0,-1.0,,
3165,638061,1,-1.0,7.0,,
3166,638271,2,,-1.0,4.0,
3167,638345,3,,,,
3168,638453,3,,,,
3169,638751,1,0.0,-1.0,,
3170,638978,1,-1.0,5.0,,
3171,638983,1,8.0,-1.0,,
3172,639039,1,3.0,-1.0,,
3173,639819,2,,-1.0,8.0,
3174,639887,2,,-1.0,0.0,
3175,640155,1,9.0,-1.0,,
3176,640355,1,-1.0,2.0,,
3177,640467,1,-1.0,3.0,,
3178,640737,1,7.0,-1.0,,
3179,641251,2,,-1.0,3.0,
3180,641333,1,9.0,-1.0,,
3181,641630,1,1.0,-1.0,,
3182,641732,1,5.0,-1.0,,
3183,641955,3,,,,
3184,642107,3,,,,
3185,642369,3,,,,
3186,642377,2,,-1.0,5.0,
3187,642680,3,,,,
3188,642700,3,,,,
3189,642940,3,,,,
3190,643519,3,,,,
3191,643572,3,,,,
3192,643913,1,7.0,-1.0,,
3193,644127,2,,1.0,-1.0,
3194,644235,2,,-1.0,7.0,
3195,644236,2,,-1.0,9.0,
3196,644314,1,4.0,-1.0,,
3197,644330,1,-1.0,4.0,,
3198,644627,1,-1.0,7.0,,
3199,645192,2,,7.0,-1.0,
3200,645548,2,,6.0,-1.0,
3201,645663,3,,,,
3202,645709,3,,,,
3203,646298,2,,3.0,-1.0,
3204,646349,2,,1.0,-1.0,
3205,646535,3,,,,
3206,647501,2,,-1.0,4.0,
3207,648169,2,,8.0,-1.0,
3208,648297,1,8.0,-1.0,,
3209,648403,2,,-1.0,9.0,
3210,648553,2,,-1.0,1.0,
3211,648800,1,-1.0,5.0,,
3212,649381,3,,,,
3213,649407,3,,,,
3214,649730,2,,8.0,-1.0,
3215,649780,2,,2.0,-1.0,
3216,649791,1,-1.0,8.0,,
3217,650322,2,,0.0,-1.0,
3218,650330,3,,,,
3219,650436,3,,,,
3220,650445,3,,,,
3221,650502,1,-1.0,6.0,,
3222,650598,2,,1.0,-1.0,
3223,650688,2,,7.0,-1.0,
3224,650801,2,,-1.0,1.0,
3225,651098,3,,,,
3226,651466,1,-1.0,2.0,,
3227,651618,3,,,,
3228,651667,2,,5.0,-1.0,
3229,652009,1,6.0,-1.0,,
3230,652103,1,-1.0,6.0,,
3231,652931,2,,5.0,-1.0,
3232,653334,3,,,,
3233,653681,3,,,,
3234,653977,2,,7.0,-1.0,
3235,654127,2,,2.0,-1.0,
3236,654562,1,-1.0,2.0,,
3237,654927,3,,,,
3238,655049,3,,,,
3239,655309,2,,-1.0,7.0,
3240,655714,1,8.0,-1.0,,
3241,655824,1,-1.0,1.0,,
3242,655835,3,,,,
3243,656249,1,3.0,-1.0,,
3244,656304,2,,2.0,-1.0,
3245,656336,2,,-1.0,1.0,
3246,656516,2,,1.0,-1.0,
3247,656626,3,,,,
3248,656744,1,-1.0,7.0,,
3249,656780,3,,,,
3250,656816,3,,,,
3251,656832,1,-1.0,9.0,,
3252,656904,2,,-1.0,0.0,
3253,657348,3,,,,
3254,657431,3,,,,
3255,657660,1,1.0,-1.0,,
3256,658172,2,,-1.0,7.0,
3257,658653,3,,,,
3258,658692,3,,,,
3259,658746,2,,-1.0,3.0,
3260,659052,1,-1.0,3.0,,
3261,659091,1,5.0,-1.0,,
3262,659430,2,,9.0,-1.0,
3263,659437,3,,,,
3264,659595,2,,1.0,-1.0,
3265,659778,2,,0.0,-1.0,
3266,660064,2,,1.0,-1.0,
3267,660157,2,,-1.0,2.0,
3268,660171,3,,,,
3269,660666,1,6.0,-1.0,,
3270,660751,1,2.0,-1.0,,
3271,660844,3,,,,
3272,660983,1,5.0,-1.0,,
3273,661308,2,,8.0,-1.0,
3274,661444,2,,9.0,-1.0,
3275,661549,1,-1.0,7.0,,
3276,661550,2,,9.0,-1.0,
3277,661582,1,9.0,-1.0,,
3278,661636,3,,,,
3279,661868,3,,,,
3280,662216,1,6.0,-1.0,,
3281,662336,2,,9.0,-1.0,
3282,662651,2,,4.0,-1.0,
3283,663086,1,1.0,-1.0,,
3284,663139,2,,-1.0,4.0,
3285,663364,2,,-1.0,4.0,
3286,663465,1,0.0,-1.0,,
3287,663689,2,,6.0,-1.0,
3288,663942,1,4.0,-1.0,,
3289,663974,1,7.0,-1.0,,
3290,664202,2,,-1.0,4.0,
3291,664959,1,-1.0,2.0,,
3292,665165,2,,0.0,-1.0,
3293,665358,1,3.0,-1.0,,
3294,665519,3,,,,
3295,666569,2,,-1.0,4.0,
3296,666715,1,-1.0,4.0,,
3297,667052,2,,6.0,-1.0,
3298,667125,1,0.0,-1.0,,
3299,667175,2,,7.0,-1.0,
3300,667199,3,,,,
3301,667513,1,5.0,-1.0,,
3302,667983,2,,3.0,-1.0,
3303,668177,3,,,,
3304,668193,2,,-1.0,8.0,
3305,668614,2,,-1.0,7.0,
3306,668913,3,,,,
3307,669075,3,,,,
3308,669276,3,,,,
3309,669456,2,,9.0,-1.0,
3310,669803,1,-1.0,5.0,,
3311,669943,1,-1.0,5.0,,
3312,670154,1,-1.0,1.0,,
3313,670323,3,,,,
3314,670578,3,,,,
3315,670656,1,-1.0,2.0,,
3316,671728,1,1.0,-1.0,,
3317,671991,3,,,,
3318,672027,2,,-1.0,5.0,
3319,672226,2,,-1.0,9.0,
3320,672304,1,-1.0,1.0,,
3321,672648,1,-1.0,5.0,,
3322,672717,2,,7.0,-1.0,
3323,672720,1,9.0,-1.0,,
3324,672826,1,-1.0,4.0,,
3325,672924,3,,,,
3326,672928,1,8.0,-1.0,,
3327,673210,1,-1.0,9.0,,
3328,673314,1,7.0,-1.0,,
3329,673365,1,7.0,-1.0,,
3330,673486,3,,,,
3331,673812,3,,,,
3332,674071,3,,,,
3333,674647,1,9.0,6.0,,
3334,674756,2,,3.0,-1.0,
3335,674899,1,6.0,-1.0,,
3336,674970,2,,-1.0,4.0,
3337,675406,2,,9.0,-1.0,
3338,675453,2,,8.0,-1.0,
3339,675685,2,,1.0,-1.0,
3340,675777,1,1.0,-1.0,,
3341,676300,2,,2.0,-1.0,
3342,677488,3,,,,
3343,677503,2,,-1.0,9.0,
3344,677756,3,,,,
3345,677946,2,,-1.0,0.0,
3346,678082,1,4.0,-1.0,,
3347,678669,3,,,,
3348,678923,1,7.0,-1.0,,
3349,679600,1,9.0,-1.0,,
3350,679896,1,-1.0,8.0,,
3351,680021,2,,1.0,-1.0,
3352,680065,2,,-1.0,2.0,
3353,680166,2,,7.0,-1.0,
3354,680823,2,,-1.0,1.0,
3355,681214,3,,,,
3356,681217,2,,6.0,-1.0,
3357,681324,3,,,,
3358,681530,2,,-1.0,8.0,
3359,681847,3,,,,
3360,682022,1,1.0,-1.0,,
3361,682126,3,,,,
3362,682294,1,-1.0,2.0,,
3363,682294,3,,,,
3364,682618,2,,-1.0,3.0,
3365,683239,3,,,,
3366,683482,3,,,,
3367,683500,3,,,,
3368,683616,2,,-1.0,4.0,
3369,683768,1,-1.0,9.0,,
3370,683965,1,-1.0,5.0,,
3371,684082,3,,,,
3372,684106,2,,-1.0,2.0,
3373,684542,3,,,,
3374,684635,1,8.0,-1.0,,
3375,685079,2,,7.0,-1.0,
3376,685207,1,-1.0,2.0,,
3377,685336,2,,6.0,-1.0,
3378,685387,3,,,,
3379,685581,2,,9.0,-1.0,
3380,685584,1,-1.0,3.0,,
3381,685589,1,-1.0,8.0,,
3382,685897,2,,5.0,-1.0,
3383,686383,1,-1.0,4.0,,
3384,686657,3,,,,
3385,686849,3,,,,
3386,686880,3,,,,
3387,686928,1,5.0,-1.0,,
